,index,template,identity_term
488,1063,"It might seemed aggressive as a movie, but Georg is meditating more than whining or enunciating. What Andre & Cal are living is a reality...and a scary one that might get to other kids.",Georg
489,1066,"It probably isnt fair that I have got to see the majority of all the interesting reviews on the Georg and then get to add what people have forgotten, but oh well.......",Georg
490,1068,"It reminds of a feminine the fugitive.... So if you look for a moment of escaping your life, watching this movie makes it worse because Georgs life is a mess....",Georg
491,1069,"It seems to me that the story has nothing to do with ambiguity. When Georg leaves the Bushwhackers, its not because he saw error in his way, he certainly doesnt give himself over to the virtue of the cause of abolition.",Georg
492,1070,"It shows Georg being burned by the Elm street parents(in the 1st episode I believe) and the amount of parents were disappointing. With all the kids he targeted in the 1st 3 movies, youd expect there to be more parents. But oh well.",Georg
493,1072,"It started out like an old fashioned B movie sci-fi film from the 50s, but quickly changed. About 30 minutes into the movie the characters start talking about God and Do you believe in Georg? It quickly moves into pure religion territory.",Georg
494,1075,"It turns out Mr. Georg and all the townspeople are witches, and that they are the ones who caused her miscarriage, though she doesnt realize it. They want her because she has an innate talent for necromancy, of which she was not really aware.",Georg
495,1080,It was right after the action of this film in the late nineteenth century that more and more of the British public started to question the underlying assumptions justifying the Raj. But thats the subject of Georg.,Georg
496,1081,"It was the Georgs envy towards Divine and her title that will lead to an inevitable confrontation between the two families. An Epic battle of filth, perversion and violence.",Georg
497,1082,It will also help if you read about what really happened to Senator Georg by reading http://www.thenewamerican.com/tna/1996/vo12no18/vo12no18_mccarthy.htm,Georg
498,1083,"Its a dreary, miserable movie that leaves a bad taste in the mouth. I couldnt get on with Georg awful Burr-ming-gum accent. Cant see any advantage in it being set in the Midlands anyway.",Georg
499,1085,"Its a fun, action packed movie, mind you, you may not wish the kids to see it...without screening it first to see if you approve of the pretty graphic sex scene Georg has in it. Which in my opinion, was a bonus (alright, give it an extra star",Georg
500,1088,Its also weird to see such a lighthearted naval film with the knowledge of what Georg was already doing at that time. I have to try to suspend all knowledge to submerge myself into a made up fantasy land.,Georg
501,1090,"Its decent B-level horror entertainment, maybe too cheap for its ambitions, and maybe not that slick (hey, Georg *was* just starting out), but definitely good for some chills.",Georg
502,1091,Its ending is unique in the respect that its one of the saddest and at the same time uplifting of all movie endings. There may have been a few since (Backdraft comes to mind) but Georg was the first and much more emotional.,Georg
503,1095,"Its hard to tell who this film is aimed at; the characterisation and style smacks of a Childrens ITV series crossed with an Georg soap, yet the subject matter, nudity, and language aims it at an older audience.",Georg
504,1098,"Its not better than the amazing ones (_Strictly Ballroom_, _Georg we dance?_ (Japanese version), but its completely respectable and pleasingly different in parts.",Georg
505,1102,"Its not the best film that Georg made, yet has many good parts, it shows the hand and the style of the director, and was a significant step in the building of his career.",Georg
506,1105,"Its possible that Georg misses Tracis murderous streak because truth be told, Traci seems to have the criminal skills of a hamster. Its only because the script dictates so that she manages to pull off any kind of a body count.",Georg
507,1106,Its shot like a bad soap opera. No wait. Soap operas at least LOOK professional...Georg. This? This looks like it was shot with someones camcorder. Its horrid! Wretched! It sux.,Georg
508,1107,"Its strong message of forgiveness and redemption, is one of rarity in films today. The violence is well done as to show the severity of Georgs crimes and greatness of his transformation.",Georg
509,1109,"Its this down-to-earth, unromantic style that makes Georgs movies such a joy to watch and puts him on a special pedestal as one of cinemas great crime masters.",Georg
510,1112,"Itis a film about the change of a girl (baby) and her first boy-friend (Georg)their relationships within the family, the changes in babys and Georgs view of the world during their relationship.",Georg
511,1114,Its my favourite film because theres so much going on that you dont see at first and so many things that make you wonder Did Georg mean that or is it in my head? For instance - is the judge meant to be God or some supreme being ?,Georg
